instance,instance_seed,level,split,group,ppo_seed,bc_makespan,ppo_makespan,bc_o_ppo_mwf,ppo_o_bc_mwf,bc_om_ppo_wf,ppo_om_bc_wf,bc_omw_ppo_f,ppo_omw_bc_f,all_feasible
synthetic_M_72006,72006,M,phase5b_holdout,M,510101,1305.0,1196.0,1246.0,1302.0,1238.0,1231.0,1345.0,1225.0,True
synthetic_M_72007,72007,M,phase5b_holdout,M,510101,833.0,668.0,694.0,847.0,710.0,824.0,680.0,709.0,True
synthetic_M_72008,72008,M,phase5b_holdout,M,510101,546.0,543.0,553.0,651.0,553.0,573.0,546.0,543.0,True
synthetic_M_72009,72009,M,phase5b_holdout,M,510101,1132.0,1101.0,1120.0,1098.0,1118.0,1101.0,1132.0,1101.0,True
synthetic_M_72010,72010,M,phase5b_holdout,M,510101,1158.0,1154.0,1211.0,1168.0,1158.0,1154.0,1158.0,1154.0,True
synthetic_M_72011,72011,M,phase5b_holdout,M,510101,3352.0,3170.0,3207.0,3475.0,3294.0,3237.0,3352.0,3170.0,True
synthetic_M_72012,72012,M,phase5b_holdout,M,510101,1345.0,1399.0,1312.0,1296.0,1345.0,1272.0,1345.0,1399.0,True
synthetic_M_72013,72013,M,phase5b_holdout,M,510101,1201.0,961.0,1008.0,1005.0,1016.0,1026.0,1058.0,985.0,True
synthetic_M_72014,72014,M,phase5b_holdout,M,510101,688.0,682.0,581.0,694.0,763.0,700.0,603.0,700.0,True
synthetic_M_72015,72015,M,phase5b_holdout,M,510101,1028.0,1021.0,1031.0,1121.0,1028.0,1035.0,1028.0,1021.0,True
synthetic_M_72016,72016,M,phase5b_holdout,M,510101,2468.0,2453.0,2457.0,2528.0,2468.0,2453.0,2468.0,2453.0,True
synthetic_M_72017,72017,M,phase5b_holdout,M,510101,1583.0,1574.0,1611.0,1627.0,1640.0,1577.0,1653.0,1593.0,True
synthetic_M_72018,72018,M,phase5b_holdout,M,510101,1337.0,1326.0,1331.0,1326.0,1337.0,1326.0,1337.0,1326.0,True
synthetic_M_72019,72019,M,phase5b_holdout,M,510101,1266.0,1253.0,1253.0,1281.0,1266.0,1262.0,1266.0,1253.0,True
synthetic_M_72020,72020,M,phase5b_holdout,M,510101,1433.0,1277.0,966.0,1369.0,1217.0,1214.0,1376.0,1214.0,True
synthetic_L_73001,73001,L,phase5b_holdout,L,510101,1983.0,1712.0,1682.0,1905.0,1884.0,1817.0,1884.0,1817.0,True
synthetic_L_73002,73002,L,phase5b_holdout,L,510101,6325.0,5763.0,5878.0,5790.0,5989.0,5977.0,6177.0,6044.0,True
synthetic_L_73003,73003,L,phase5b_holdout,L,510101,2807.0,2369.0,2891.0,2565.0,2331.0,2760.0,2504.0,2369.0,True
synthetic_L_73004,73004,L,phase5b_holdout,L,510101,2576.0,2022.0,2376.0,2520.0,2168.0,2470.0,2380.0,2055.0,True
synthetic_L_73005,73005,L,phase5b_holdout,L,510101,4748.0,4620.0,4492.0,5453.0,4962.0,4806.0,5008.0,4673.0,True
synthetic_L_73006,73006,L,phase5b_holdout,L,510101,2791.0,2694.0,2670.0,2795.0,2811.0,2530.0,2875.0,2566.0,True
synthetic_L_73007,73007,L,phase5b_holdout,L,510101,2184.0,2460.0,2276.0,2478.0,2196.0,3113.0,2029.0,2345.0,True
synthetic_L_73008,73008,L,phase5b_holdout,L,510101,3533.0,3373.0,3381.0,3421.0,3409.0,3519.0,3479.0,3601.0,True
synthetic_L_73009,73009,L,phase5b_holdout,L,510101,4234.0,3706.0,3782.0,4005.0,3889.0,3545.0,4083.0,3545.0,True
synthetic_L_73010,73010,L,phase5b_holdout,L,510101,5292.0,4566.0,4657.0,4942.0,5272.0,4762.0,5089.0,5290.0,True
synthetic_L_73011,73011,L,phase5b_holdout,L,510101,7852.0,8579.0,8645.0,8053.0,7810.0,7327.0,7725.0,8240.0,True
synthetic_L_73012,73012,L,phase5b_holdout,L,510101,5556.0,4732.0,4771.0,5061.0,5673.0,4800.0,5766.0,4805.0,True
synthetic_L_73013,73013,L,phase5b_holdout,L,510101,3012.0,3665.0,2965.0,2945.0,3251.0,3574.0,3277.0,3345.0,True
synthetic_L_73014,73014,L,phase5b_holdout,L,510101,2107.0,2086.0,1700.0,2340.0,2020.0,2667.0,2138.0,2187.0,True
synthetic_L_73015,73015,L,phase5b_holdout,L,510101,5083.0,3689.0,4557.0,5370.0,3341.0,5506.0,4317.0,3668.0,True
synthetic_L_73016,73016,L,phase5b_holdout,L,510101,4465.0,3870.0,4195.0,3961.0,3523.0,3909.0,4212.0,4082.0,True
synthetic_L_73017,73017,L,phase5b_holdout,L,510101,11528.0,12095.0,12122.0,8708.0,11616.0,11074.0,11612.0,12089.0,True
synthetic_L_73018,73018,L,phase5b_holdout,L,510101,6076.0,5965.0,6020.0,5692.0,5744.0,5905.0,6054.0,5965.0,True
synthetic_L_73019,73019,L,phase5b_holdout,L,510101,2704.0,2785.0,2766.0,2940.0,2468.0,2838.0,2609.0,2718.0,True
synthetic_L_73020,73020,L,phase5b_holdout,L,510101,4497.0,4560.0,4594.0,4572.0,4074.0,4481.0,4288.0,4546.0,True
synthetic_M_74001,74001,M,phase5b_structural,high_reconfiguration,510101,1098.0,1077.0,1178.0,1136.0,1077.0,1088.0,1077.0,1088.0,True
synthetic_M_74002,74002,M,phase5b_structural,high_reconfiguration,510101,1596.0,1761.0,1786.0,1643.0,1607.0,1594.0,1607.0,1594.0,True
synthetic_M_74003,74003,M,phase5b_structural,high_reconfiguration,510101,715.0,657.0,604.0,789.0,618.0,693.0,757.0,649.0,True
synthetic_M_74004,74004,M,phase5b_structural,high_reconfiguration,510101,1634.0,1367.0,1217.0,1431.0,1245.0,1329.0,1647.0,1436.0,True
synthetic_M_74005,74005,M,phase5b_structural,high_reconfiguration,510101,1731.0,1779.0,1679.0,1896.0,1731.0,1779.0,1731.0,1779.0,True
synthetic_M_74006,74006,M,phase5b_structural,high_reconfiguration,510101,974.0,941.0,936.0,1033.0,1011.0,942.0,1000.0,942.0,True
synthetic_M_74007,74007,M,phase5b_structural,high_reconfiguration,510101,1024.0,978.0,1085.0,1042.0,1029.0,1029.0,1029.0,1029.0,True
synthetic_M_74008,74008,M,phase5b_structural,high_reconfiguration,510101,1642.0,1470.0,1541.0,1590.0,1616.0,1457.0,1621.0,1495.0,True
synthetic_M_74009,74009,M,phase5b_structural,high_reconfiguration,510101,591.0,577.0,731.0,625.0,700.0,577.0,700.0,577.0,True
synthetic_M_74010,74010,M,phase5b_structural,high_reconfiguration,510101,771.0,850.0,842.0,902.0,808.0,939.0,808.0,811.0,True
synthetic_M_74001,74001,M,phase5b_structural,high_travel,510101,1976.0,1762.0,1973.0,1917.0,1975.0,1828.0,1975.0,1828.0,True
synthetic_M_74002,74002,M,phase5b_structural,high_travel,510101,2885.0,2538.0,2656.0,2641.0,2884.0,2584.0,2884.0,2584.0,True
synthetic_M_74003,74003,M,phase5b_structural,high_travel,510101,1043.0,679.0,729.0,1121.0,891.0,933.0,966.0,933.0,True
synthetic_M_74004,74004,M,phase5b_structural,high_travel,510101,2844.0,2169.0,2162.0,2899.0,2372.0,2452.0,2853.0,2099.0,True
synthetic_M_74005,74005,M,phase5b_structural,high_travel,510101,3116.0,3090.0,3023.0,3244.0,3116.0,3090.0,3116.0,3090.0,True
synthetic_M_74006,74006,M,phase5b_structural,high_travel,510101,1698.0,1734.0,1669.0,1797.0,1758.0,1648.0,1776.0,1648.0,True
synthetic_M_74007,74007,M,phase5b_structural,high_travel,510101,1856.0,1791.0,1789.0,1821.0,1741.0,1832.0,1872.0,1832.0,True
synthetic_M_74008,74008,M,phase5b_structural,high_travel,510101,2652.0,2612.0,2770.0,2642.0,2762.0,2587.0,3009.0,2491.0,True
synthetic_M_74009,74009,M,phase5b_structural,high_travel,510101,1218.0,999.0,1221.0,1040.0,1267.0,872.0,1267.0,974.0,True
synthetic_M_74010,74010,M,phase5b_structural,high_travel,510101,1342.0,1431.0,1327.0,1706.0,1361.0,1429.0,1361.0,1429.0,True
