instance_id,algorithm,seed,makespan,runtime,time_limit,time_to_best,decoder_evaluations,feasible,suite,freeze_hash,result_path,scale,CF_level,number_of_operations,runtime_ratio
CB1_CORE_L_CF2_R02,Adapted DCGA,530102,5752.0,366.25556125101866,366.0,301.5487802460266,2640,True,cb1_core,3d97e6a3f84d930213c424a633fa9e8192b16ec4eb9c2f169f65c0b48e691f0a,outputs/phase5c/search/cb1_core/formal/adapted_dcga/CB1_CORE_L_CF2_R02/seed_530102.json,L,CF2,183,1.000698254784204
CB1_CORE_L_CF2_R02,Adapted DCGA,530103,5763.0,366.1272382129973,366.0,134.45697517399094,2790,True,cb1_core,3d97e6a3f84d930213c424a633fa9e8192b16ec4eb9c2f169f65c0b48e691f0a,outputs/phase5c/search/cb1_core/formal/adapted_dcga/CB1_CORE_L_CF2_R02/seed_530103.json,L,CF2,183,1.000347645390703
CB1_CORE_L_CF2_R02,Adapted DCGA,530104,5637.0,366.20704893098446,366.0,353.7664679019945,2698,True,cb1_core,3d97e6a3f84d930213c424a633fa9e8192b16ec4eb9c2f169f65c0b48e691f0a,outputs/phase5c/search/cb1_core/formal/adapted_dcga/CB1_CORE_L_CF2_R02/seed_530104.json,L,CF2,183,1.0005657074617063
CB1_CORE_L_CF2_R02,Adapted DCGA,530105,5794.0,366.1588921030052,366.0,241.18498767598066,2728,True,cb1_core,3d97e6a3f84d930213c424a633fa9e8192b16ec4eb9c2f169f65c0b48e691f0a,outputs/phase5c/search/cb1_core/formal/adapted_dcga/CB1_CORE_L_CF2_R02/seed_530105.json,L,CF2,183,1.000434131428976
CB1_CORE_L_CF2_R02,Adapted DCGA,530106,5778.0,366.15276145000826,366.0,333.08231398899807,2608,True,cb1_core,3d97e6a3f84d930213c424a633fa9e8192b16ec4eb9c2f169f65c0b48e691f0a,outputs/phase5c/search/cb1_core/formal/adapted_dcga/CB1_CORE_L_CF2_R02/seed_530106.json,L,CF2,183,1.0004173810109516
CB1_CORE_L_CF2_R02,Adapted DCGA,530107,5774.0,366.0977073200047,366.0,175.4623061020102,2524,True,cb1_core,3d97e6a3f84d930213c424a633fa9e8192b16ec4eb9c2f169f65c0b48e691f0a,outputs/phase5c/search/cb1_core/formal/adapted_dcga/CB1_CORE_L_CF2_R02/seed_530107.json,L,CF2,183,1.0002669598907232
CB1_CORE_L_CF2_R02,Adapted DCGA,530108,5788.0,366.12448544599465,366.0,295.5388592710078,2682,True,cb1_core,3d97e6a3f84d930213c424a633fa9e8192b16ec4eb9c2f169f65c0b48e691f0a,outputs/phase5c/search/cb1_core/formal/adapted_dcga/CB1_CORE_L_CF2_R02/seed_530108.json,L,CF2,183,1.0003401241693843
CB1_CORE_L_CF2_R02,Adapted DCGA,530109,5788.0,366.05472477400326,366.0,252.7625670399866,2900,True,cb1_core,3d97e6a3f84d930213c424a633fa9e8192b16ec4eb9c2f169f65c0b48e691f0a,outputs/phase5c/search/cb1_core/formal/adapted_dcga/CB1_CORE_L_CF2_R02/seed_530109.json,L,CF2,183,1.000149521240446
CB1_CORE_L_CF2_R02,Adapted DCGA,530110,5660.0,366.0177848460153,366.0,228.08277672101394,2818,True,cb1_core,3d97e6a3f84d930213c424a633fa9e8192b16ec4eb9c2f169f65c0b48e691f0a,outputs/phase5c/search/cb1_core/formal/adapted_dcga/CB1_CORE_L_CF2_R02/seed_530110.json,L,CF2,183,1.0000485924754516
CB1_CORE_L_CF2_R03,Adapted DCGA,530101,5112.0,368.2317892299907,368.0,200.15588653399027,2920,True,cb1_core,3d97e6a3f84d930213c424a633fa9e8192b16ec4eb9c2f169f65c0b48e691f0a,outputs/phase5c/search/cb1_core/formal/adapted_dcga/CB1_CORE_L_CF2_R03/seed_530101.json,L,CF2,184,1.000629862038018
CB1_CORE_L_CF2_R03,Adapted DCGA,530102,5103.0,368.2869537049846,368.0,170.340378081979,2676,True,cb1_core,3d97e6a3f84d930213c424a633fa9e8192b16ec4eb9c2f169f65c0b48e691f0a,outputs/phase5c/search/cb1_core/formal/adapted_dcga/CB1_CORE_L_CF2_R03/seed_530102.json,L,CF2,184,1.0007797655026756
CB1_CORE_L_CF2_R03,Adapted DCGA,530103,5037.0,368.0445888809918,368.0,315.30307549098507,2504,True,cb1_core,3d97e6a3f84d930213c424a633fa9e8192b16ec4eb9c2f169f65c0b48e691f0a,outputs/phase5c/search/cb1_core/formal/adapted_dcga/CB1_CORE_L_CF2_R03/seed_530103.json,L,CF2,184,1.0001211654374778
CB1_CORE_L_CF2_R03,Adapted DCGA,530104,5077.0,368.2414560439938,368.0,145.20456101797754,2610,True,cb1_core,3d97e6a3f84d930213c424a633fa9e8192b16ec4eb9c2f169f65c0b48e691f0a,outputs/phase5c/search/cb1_core/formal/adapted_dcga/CB1_CORE_L_CF2_R03/seed_530104.json,L,CF2,184,1.0006561305543311
