state_id,instance_id,scale,CF_level,search_stage,winner_target_set_id,winner_origin_family,candidate_bank_size,ensemble_winner_advantage_mean,ensemble_winner_advantage_std,winner_beats_fallback_probability_raw_mean,winner_beats_fallback_probability_raw_std,winner_beats_fallback_logit_mean,winner_beats_fallback_logit_std,calibrated_probability,top1_top2_advantage_margin,winner_fallback_advantage_margin,seed_top1_vote_for_ensemble_winner_fraction,seed_top1_max_vote_fraction,seed_top1_unique_candidates,mean_pairwise_seed_rank_correlation,mean_pairwise_seed_rank_disagreement,candidate_score_normalized_entropy,candidate_score_std,candidate_score_spread,fraction_candidates_predicted_above_fallback,supported_candidate_count,supported_candidate_fraction,selected_winner_supported,selected_winner_is_fallback,realized_winner_lift,reference_p055_intervened,false_positive_intervention,false_negative_abstention
CB1_CAUR_M_CF3_RI2_TI2_R12__seed691202__it0000051,CB1_CAUR_M_CF3_RI2_TI2_R12,M,CF3,0-20%,ts_240d9d5ce67e57b865f0,STRUCTURED_NEAR_NEIGHBOR,24,0.9304468035697937,0.7350575010851789,0.4642075300216675,0.029850856329923944,-0.14385515823960304,0.11996186726142954,0.46328283501639056,0.0513615608215332,0.3819938898086548,0.6666666666666666,0.6666666666666666,2,0.9895652173913042,0.010434782608695755,0.9470003789413902,1.5616644070405823,6.923988997936249,0.20833333333333334,17,0.7083333333333334,False,False,-0.018742255266418834,False,False,False
CB1_CAUR_M_CF3_RI2_TI2_R12__seed691202__it0000095,CB1_CAUR_M_CF3_RI2_TI2_R12,M,CF3,20-40%,ts_6e54d7f2a0cb58afb589,ORIGINAL_OPERATOR,24,0.7915306091308594,0.693896669495756,0.48906876643498737,0.02242610500752591,-0.04382774978876114,0.08984897923745867,0.5050137965668602,0.030605018138885498,0.33096304535865784,1.0,1.0,1,0.98,0.020000000000000056,0.9572591112814869,1.557176888327004,6.738810062408447,0.25,17,0.7083333333333334,True,False,0.034158570980883735,False,False,True
CB1_CAUR_M_CF3_RI2_TI2_R12__seed691202__it0000136,CB1_CAUR_M_CF3_RI2_TI2_R12,M,CF3,40-60%,ts_40124285e05c570e26e9,STRUCTURED_NEAR_NEIGHBOR,23,0.839956521987915,0.6831844674983519,0.4778970281283061,0.016112780087205368,-0.0885471636429429,0.06455139018306433,0.4863309662503944,0.049154818058013916,0.35404065251350403,0.6666666666666666,0.6666666666666666,2,0.9647562582345192,0.03524374176548084,0.9649596385814788,1.385534599753056,6.812992811203003,0.391304347826087,18,0.782608695652174,True,False,0.05409309791332263,False,False,True
CB1_CAUR_M_CF3_RI2_TI2_R12__seed691202__it0000177,CB1_CAUR_M_CF3_RI2_TI2_R12,M,CF3,40-60%,ts_59974ee1cd077fde5d57,ORIGINAL_OPERATOR,22,0.9226231575012207,0.6707479140309935,0.4939282536506653,0.02427283518765608,-0.02439977725346883,0.09726122041785494,0.5131290993220337,0.003287792205810547,0.39475834369659424,0.3333333333333333,0.6666666666666666,2,0.9318652362130625,0.06813476378693754,0.9663581553165324,1.3357870798895493,6.412985801696777,0.2727272727272727,13,0.5909090909090909,False,False,-0.037322640345465764,False,False,False
CB1_CAUR_M_CF3_RI2_TI2_R12__seed691202__it0000220,CB1_CAUR_M_CF3_RI2_TI2_R12,M,CF3,60-80%,ts_7ee51c31f1daea8de903,RELATED_VARIANT,24,0.9927902221679688,0.5966517363850209,0.4919992784659068,0.020307172813207982,-0.03204240774114927,0.08129756012403341,0.5099372670413009,0.05731201171875,0.5148299634456635,0.6666666666666666,0.6666666666666666,2,0.9298550724637679,0.07014492753623203,0.9790987415355159,1.3123634993868063,6.807828903198242,0.6666666666666666,12,0.5,True,False,0.011845568879789412,False,False,True
CB1_CAUR_M_CF3_RI2_TI2_R12__seed691202__it0000260,CB1_CAUR_M_CF3_RI2_TI2_R12,M,CF3,80-100%,ts_4568fe10d8eacba87b52,RELATED_VARIANT,24,0.7756497263908386,0.6284548977794246,0.4650627871354421,0.010488360308652439,-0.14003687848647436,0.042147030971895594,0.46487009743476,0.05972909927368164,0.29134300351142883,1.0,1.0,1,0.9472463768115942,0.05275362318840585,0.9763592891551522,1.3417343847963998,6.8636056780815125,0.4166666666666667,18,0.75,True,False,-0.009724715739078396,False,False,False
CB1_CAUR_M_CF3_RI2_TI2_R12__seed691202__it0000291,CB1_CAUR_M_CF3_RI2_TI2_R12,M,CF3,80-100%,ts_440cadf5d9275ff11c3d,ORIGINAL_OPERATOR,24,1.0483434200286865,0.6136561506820932,0.5288167595863342,0.01952351263525908,0.11554385644073288,0.07829071112590424,0.5711232083012886,0.15621405839920044,0.9797649383544922,1.0,1.0,1,0.9228985507246376,0.0771014492753624,0.9732704460559591,1.1224587261203616,5.9782469272613525,0.7916666666666666,16,0.6666666666666666,True,False,0.0853462157809984,False,False,True
CB1_CAUR_S_CF1_RI2_TI2_R12_C02__seed691201__it0000014,CB1_CAUR_S_CF1_RI2_TI2_R12_C02,S,CF1,0-20%,ts_078373d3160a52a07d61,ORIGINAL_OPERATOR,24,0.4261508882045746,0.17508104511822895,0.6213208635648092,0.03782450419520427,0.4984798530737559,0.16257544761187415,0.7429868920423347,0.12900897860527039,0.42566458383225836,0.6666666666666666,0.6666666666666666,2,0.7834782608695651,0.21652173913043485,0.9791484993607473,0.8578479938672454,4.549900621175766,0.5416666666666666,16,0.6666666666666666,True,False,0.004347826086956522,False,False,True
CB1_CAUR_S_CF1_RI2_TI2_R12_C02__seed691201__it0000053,CB1_CAUR_S_CF1_RI2_TI2_R12_C02,S,CF1,0-20%,ts_08c158cbc9515cdb8b98,RELATED_VARIANT,23,0.4887683093547821,0.09881146647535494,0.5861464341481527,0.01207815590547044,0.348270982503891,0.04980303513807415,0.6892528942340647,0.1719580590724945,0.6584372222423553,1.0,1.0,1,0.9245718050065878,0.07542819499341236,0.9754118226472075,1.0877277536740833,5.623376578092575,0.6956521739130435,17,0.7391304347826086,True,False,-0.03600917431192661,False,False,False
CB1_CAUR_S_CF1_RI2_TI2_R12_C02__seed691201__it0000096,CB1_CAUR_S_CF1_RI2_TI2_R12_C02,S,CF1,20-40%,ts_abec4d052bb22b336562,LOCAL_PERTURBATION,23,0.3383451998233795,0.11827234239003523,0.5283484061559042,0.01468315070262142,0.11361775050560634,0.05896959285911794,0.5945415746852242,0.0908108800649643,0.27441229671239853,0.6666666666666666,0.6666666666666666,2,0.9311594202898551,0.0688405797101449,0.9624467005502938,0.9652309665956261,4.973245292901993,0.21739130434782608,19,0.8260869565217391,True,False,-0.009610645638245442,False,False,False
