instance_id,method,makespan,runtime_seconds,inference_seconds,feasible,family,training_seed,gap_to_bc_percent
HU_E_la18,PHASE5B_DOWNSTREAM_PPO,2129.0,5.219337272981647,4.342860451055458,True,Hurink E,520102,1.8173122907699666
HU_E_la18,PHASE5B_DOWNSTREAM_PPO,2079.0,5.224858795001637,4.346635971363867,True,Hurink E,520103,-0.5738880918220947
HU_E_la19,BC_GREEDY,2452.0,2.478320520982379,1.5532657176372595,True,Hurink E,BC,0.0
HU_E_la19,H1,2393.0,0.0799787110008765,0.0799787110008765,True,Hurink E,NA,-2.4061990212071778
HU_E_la19,H2,2321.0,0.024824498017551377,0.024824498017551377,True,Hurink E,NA,-5.34257748776509
HU_E_la19,PHASE5B_DOWNSTREAM_PPO,2358.0,5.118129095993936,4.306324828998186,True,Hurink E,520101,-3.833605220228385
HU_E_la19,PHASE5B_DOWNSTREAM_PPO,2350.0,5.108314188983059,4.245749665889889,True,Hurink E,520102,-4.159869494290375
HU_E_la19,PHASE5B_DOWNSTREAM_PPO,2413.0,5.074472258012975,4.255181724962313,True,Hurink E,520103,-1.5905383360522023
HU_E_la20,BC_GREEDY,2437.0,2.448882266005967,1.5308306050719693,True,Hurink E,BC,0.0
HU_E_la20,H1,2262.0,0.08043543799431063,0.08043543799431063,True,Hurink E,NA,-7.18096019696348
HU_E_la20,H2,2221.0,0.027299862005747855,0.027299862005747855,True,Hurink E,NA,-8.863356585966352
HU_E_la20,PHASE5B_DOWNSTREAM_PPO,2261.0,5.066989332000958,4.255814868025482,True,Hurink E,520101,-7.221994255231842
HU_E_la20,PHASE5B_DOWNSTREAM_PPO,2302.0,5.095673141011503,4.2239599279128015,True,Hurink E,520102,-5.53959786622897
HU_E_la20,PHASE5B_DOWNSTREAM_PPO,2317.0,5.16166269799578,4.270362526061945,True,Hurink E,520103,-4.924086992203529
HU_E_la21,BC_GREEDY,2824.0,4.664972655999009,2.7187376439396758,True,Hurink E,BC,0.0
HU_E_la21,H1,2745.0,0.19824787697871216,0.19824787697871216,True,Hurink E,NA,-2.7974504249291785
HU_E_la21,H2,2634.0,0.056247066997457296,0.056247066997457296,True,Hurink E,NA,-6.7280453257790365
